date,county,state,fips,TAVG,TMAX,TMIN,PRCP,WIND,DEWP_mean,RH,station
2000-05-06,Dallas County,TX,48113,25.0,29.4,20.6,0.0,9.3,20.0,73.6,GHCND:USW00013960
2000-05-07,Dallas County,TX,48113,26.7,31.1,21.7,0.0,8.9,20.4,68.5,GHCND:USW00013960
2000-05-08,Dallas County,TX,48113,26.7,32.2,21.1,0.0,7.4,20.4,68.3,GHCND:USW00013960
2000-05-09,Dallas County,TX,48113,22.2,26.1,17.8,0.5,5.1,18.8,81.3,GHCND:USW00013960
2000-05-10,Dallas County,TX,48113,23.3,30.0,16.7,0.0,5.4,16.4,65.0,GHCND:USW00013960
2000-05-11,Dallas County,TX,48113,28.3,32.8,23.9,0.0,8.5,21.2,65.3,GHCND:USW00013960
2000-05-12,Dallas County,TX,48113,28.3,35.0,21.7,0.0,6.8,21.6,67.0,GHCND:USW00013960
2000-05-13,Dallas County,TX,48113,22.2,27.8,16.1,0.0,4.5,10.8,48.4,GHCND:USW00013960
2000-05-14,Dallas County,TX,48113,20.0,26.7,13.3,0.0,3.6,5.9,39.9,GHCND:USW00013960
2000-05-15,Dallas County,TX,48113,23.9,30.6,16.7,0.0,7.2,12.2,47.8,GHCND:USW00013960
2000-05-16,Dallas County,TX,48113,27.2,31.7,22.2,0.0,8.5,19.4,62.4,GHCND:USW00013960
2000-05-17,Dallas County,TX,48113,27.8,32.8,22.8,0.0,9.6,18.5,57.1,GHCND:USW00013960
2000-05-18,Dallas County,TX,48113,25.6,31.7,18.9,30.0,7.2,20.1,71.7,GHCND:USW00013960
2000-05-19,Dallas County,TX,48113,18.3,20.0,16.1,11.7,3.9,15.1,81.6,GHCND:USW00013960
2000-05-20,Dallas County,TX,48113,22.2,27.8,16.1,0.0,2.5,14.6,62.3,GHCND:USW00013960
2000-05-21,Dallas County,TX,48113,24.4,31.1,17.8,0.0,2.8,16.9,63.1,GHCND:USW00013960
2000-05-22,Dallas County,TX,48113,28.3,35.0,21.1,0.0,5.5,18.4,55.2,GHCND:USW00013960
2000-05-23,Dallas County,TX,48113,29.4,35.0,23.9,0.0,7.1,19.1,54.0,GHCND:USW00013960
2000-05-24,Dallas County,TX,48113,30.0,35.6,23.9,0.0,7.8,22.1,62.5,GHCND:USW00013960
2000-05-25,Dallas County,TX,48113,29.4,33.9,25.0,0.3,7.4,22.4,66.2,GHCND:USW00013960
2000-05-26,Dallas County,TX,48113,28.9,32.2,25.6,0.0,6.9,22.6,69.0,GHCND:USW00013960
2000-05-27,Dallas County,TX,48113,27.8,34.4,21.1,0.8,5.5,22.8,74.1,GHCND:USW00013960
2000-05-28,Dallas County,TX,48113,27.2,33.3,20.6,0.0,2.5,18.3,58.3,GHCND:USW00013960
2000-05-29,Dallas County,TX,48113,26.7,33.9,19.4,0.0,3.9,16.9,54.9,GHCND:USW00013960
2000-05-30,Dallas County,TX,48113,30.0,35.0,24.4,0.0,5.6,20.8,58.0,GHCND:USW00013960
2000-05-31,Dallas County,TX,48113,29.4,33.9,24.4,0.0,5.6,20.8,60.0,GHCND:USW00013960
2000-06-01,Dallas County,TX,48113,28.9,33.3,24.4,0.0,5.6,20.6,61.0,GHCND:USW00013960
2000-06-02,Dallas County,TX,48113,28.3,32.2,23.9,0.0,4.1,20.2,61.4,GHCND:USW00013960
2000-06-03,Dallas County,TX,48113,25.0,27.2,22.8,16.0,3.1,21.1,78.9,GHCND:USW00013960
2000-06-04,Dallas County,TX,48113,24.4,27.2,21.7,20.3,2.6,21.5,83.9,GHCND:USW00013960
2000-06-05,Dallas County,TX,48113,24.4,28.9,19.4,0.0,4.4,17.7,66.5,GHCND:USW00013960
2000-06-06,Dallas County,TX,48113,22.2,27.2,16.7,0.0,3.6,12.6,54.7,GHCND:USW00013960
2000-06-07,Dallas County,TX,48113,22.8,28.3,17.2,0.0,3.3,13.1,54.3,GHCND:USW00013960
2000-06-08,Dallas County,TX,48113,24.4,30.6,18.3,0.0,4.9,16.0,59.6,GHCND:USW00013960
2000-06-09,Dallas County,TX,48113,26.7,30.6,22.8,11.9,6.0,21.2,71.9,GHCND:USW00013960
2000-06-10,Dallas County,TX,48113,25.6,28.9,22.2,8.4,5.1,22.1,81.2,GHCND:USW00013960
2000-06-11,Dallas County,TX,48113,25.6,28.3,22.2,77.5,5.1,21.6,78.4,GHCND:USW00013960
2000-06-12,Dallas County,TX,48113,27.8,31.7,23.9,0.0,4.7,22.4,72.3,GHCND:USW00013960
2000-06-13,Dallas County,TX,48113,27.8,31.7,23.9,0.0,5.9,20.8,65.9,GHCND:USW00013960
2000-06-14,Dallas County,TX,48113,26.1,31.7,20.6,39.9,5.0,20.6,71.7,GHCND:USW00013960
2000-06-15,Dallas County,TX,48113,25.6,30.0,20.6,9.1,4.0,21.2,76.4,GHCND:USW00013960
2000-06-16,Dallas County,TX,48113,28.9,33.3,24.4,0.0,6.4,21.8,65.6,GHCND:USW00013960
2000-06-17,Dallas County,TX,48113,26.7,30.0,22.8,34.0,3.5,22.2,76.3,GHCND:USW00013960
2000-06-18,Dallas County,TX,48113,24.4,27.8,21.1,0.0,2.3,20.2,77.4,GHCND:USW00013960
2000-06-19,Dallas County,TX,48113,28.9,32.8,24.4,0.3,5.5,22.5,68.4,GHCND:USW00013960
2000-06-20,Dallas County,TX,48113,28.9,32.8,25.0,0.0,7.1,22.1,66.9,GHCND:USW00013960
2000-06-21,Dallas County,TX,48113,27.8,33.9,21.1,20.1,6.5,21.9,70.3,GHCND:USW00013960
2000-06-22,Dallas County,TX,48113,28.3,33.3,22.8,0.0,4.9,20.9,64.2,GHCND:USW00013960
2000-06-23,Dallas County,TX,48113,29.4,33.3,25.0,0.0,6.3,21.7,63.3,GHCND:USW00013960
2000-06-24,Dallas County,TX,48113,29.4,35.0,23.9,0.0,6.7,19.5,55.3,GHCND:USW00013960
2000-06-25,Dallas County,TX,48113,29.4,33.3,25.0,0.0,6.1,20.9,60.4,GHCND:USW00013960
2000-06-26,Dallas County,TX,48113,28.3,30.6,25.6,0.0,3.3,21.3,66.0,GHCND:USW00013960
2000-06-27,Dallas County,TX,48113,28.9,33.9,23.9,8.9,1.9,22.3,67.6,GHCND:USW00013960
2000-06-28,Dallas County,TX,48113,28.9,33.9,23.3,0.0,3.6,21.6,64.8,GHCND:USW00013960
